Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1365700	969	703	429	98	62	136	3
PBANKA_1365721	5481	153	55	0	4	45	3
PBANKA_1400011	963	29	2	0	5	6	0
PBANKA_1400021	843	2	0	0	0	0	0
PBANKA_1400031	1008	4	1	0	0	1	1
PBANKA_1400041	777	88	95	22	17	69	3
PBANKA_1400051	2442	33	5	1	3	12	10
PBANKA_1400061	1755	24	13	5	14	21	9
PBANKA_1400071	1032	289	94	29	65	122	14
PBANKA_1400081	867	261	96	38	127	304	16
PBANKA_1400086	960	2	0	0	0	0	0
PBANKA_1400091	8328	1486	589	18	95	559	103
PBANKA_1400096	732	0	0	1	0	0	1
PBANKA_1400100	978	428	286	51	56	161	24
PBANKA_1400200	1830	212	62	27	60	69	9
PBANKA_1400300	912	153	71	17	15	36	9
PBANKA_1400400	777	677	490	151	158	485	8
PBANKA_1400500	930	13	2	5	1	4	4
PBANKA_1400600	3891	16292	3976	730	2287	3591	996
PBANKA_1400700	522	8378	6143	1931	888	6685	598
PBANKA_1400800	654	403	178	58	52	158	15
PBANKA_1400900	492	4930	3734	1294	789	3222	487
PBANKA_1401000	7800	9901	2891	395	568	2061	534
PBANKA_1401100	1032	529	292	135	140	231	77
PBANKA_1401200	4626	1383	503	45	110	509	66
PBANKA_1401300	585	5659	3096	1129	665	2052	458
PBANKA_1401400	2385	679	197	82	85	193	60
PBANKA_1401500	354	1186	726	335	234	568	121
PBANKA_1401600	684	1997	1240	543	476	910	315
PBANKA_1401700	627	492	438	124	116	276	69
PBANKA_1401800	1014	581	222	79	49	174	46
PBANKA_1401900	885	601	242	103	60	246	62
PBANKA_1402000	5067	3190	1228	132	422	1091	288
PBANKA_1402100	369	218	146	56	18	126	28
PBANKA_1402200	2913	3646	1814	651	211	711	224
PBANKA_1402300	24729	11206	2449	126	533	3047	1056
PBANKA_1402400	612	2863	2271	803	457	767	477
PBANKA_1402500	2832	16623	8217	2184	2302	5444	1742
PBANKA_1402600	2697	13160	5979	1473	1857	3540	1591
PBANKA_1402700	1479	746	305	109	57	180	39
PBANKA_1402800	552	430	284	102	49	174	38
PBANKA_1402900	1653	2058	1337	331	715	1366	812
PBANKA_1403000	447	282	244	82	97	215	107
PBANKA_1403100	3507	355	91	34	27	82	33
PBANKA_1403200	828	392	312	161	95	368	98
PBANKA_1403250	122	6	6	11	4	53	5
PBANKA_1403300	3855	9066	2838	710	354	1790	347
PBANKA_1403400	381	521	306	130	108	304	47
PBANKA_1403500	3834	3353	1168	311	310	1120	161
PBANKA_1403600	1197	989	342	150	62	290	61
PBANKA_1403700	993	2113	1876	463	173	1124	96
PBANKA_1403800	10107	6862	1803	119	664	2038	564
PBANKA_1403900	1677	573	226	89	89	239	33
PBANKA_1404000	2259	524	182	80	58	159	42
PBANKA_1404100	993	710	384	122	131	348	93
PBANKA_1404200	612	273	223	121	232	493	97
PBANKA_1404300	867	297	187	75	36	143	30
PBANKA_1404400	1443	2113	940	301	133	479	112
PBANKA_1404500	3717	204	120	42	29	136	37
PBANKA_1404600	420	275	114	55	24	90	26
PBANKA_1404700	1521	1464	644	256	111	529	101
PBANKA_1404800	2277	684	329	136	90	294	74
PBANKA_1404900	1182	3934	2160	695	737	1299	720
PBANKA_1405000	3774	16643	7157	1786	879	2168	254
PBANKA_1405100	1368	1940	1093	313	295	807	213
PBANKA_1405200	987	3295	1519	497	494	1016	512
PBANKA_1405300	1119	615	412	161	110	281	67
PBANKA_1405400	1407	1283	964	162	304	1044	201
PBANKA_1405500	750	802	517	174	196	408	120
PBANKA_1405600	2634	1311	623	186	283	522	167
PBANKA_1405700	918	276	249	88	40	128	49
PBANKA_1405800	1968	1089	436	150	105	319	86
PBANKA_1405900	1029	1966	1026	281	125	319	63
PBANKA_1406000	264	123	89	35	12	47	8
PBANKA_1406100	2010	3694	2445	292	555	1278	468
PBANKA_1406200	3603	6747	2610	511	772	2204	832
PBANKA_1406300	1509	937	702	185	129	438	99
PBANKA_1406400	2328	3551	1537	463	414	1216	218
PBANKA_1406500	2025	2222	1062	290	259	745	184
PBANKA_1406600	447	1684	1070	431	172	999	83
PBANKA_1406700	6462	6384	1571	90	578	1605	461
PBANKA_1406800	249	2598	1618	665	510	1262	337
PBANKA_1406900	14595	17535	5204	268	1541	5197	1335
PBANKA_1407000	1371	2067	896	238	209	664	126
PBANKA_1407100	4038	781	258	92	76	284	69
PBANKA_1407200	1161	696	341	125	80	301	63
PBANKA_1407300	1329	1070	675	276	299	472	172
PBANKA_1407400	4125	15292	7949	1607	2576	5957	3391
PBANKA_1407500	1086	517	237	94	49	233	43
PBANKA_1407600	492	6212	6519	2202	2691	5685	1485
PBANKA_1407650	255	41	20	76	14	237	7
PBANKA_1407700	1968	4218	2325	681	748	1668	432
PBANKA_1407800	2040	4463	2340	595	565	1246	358
PBANKA_1407900	3144	74889	35226	8003	9542	25532	6687
PBANKA_1408000	603	802	594	176	158	356	99
PBANKA_1408100	777	333	176	69	26	127	28
PBANKA_1408200	4416	1556	490	119	143	379	94
PBANKA_1408300	966	238	118	72	61	129	18
PBANKA_1408400	612	48	31	21	12	76	12
PBANKA_1408500	771	1129	745	211	172	506	88
PBANKA_1408600	2865	692	236	81	61	183	14
PBANKA_1408700	435	216	148	86	15	91	4
PBANKA_1408800	741	377	202	46	39	196	48
PBANKA_1408900	4170	1364	928	49	135	826	180
PBANKA_1409000	612	1098	735	227	211	617	112
PBANKA_1409100	588	243	204	60	54	160	54
PBANKA_1409200	465	2609	2478	803	1222	1913	573
PBANKA_1409300	3345	1381	545	192	123	552	84
PBANKA_1409400	903	505	458	220	278	444	112
PBANKA_1409500	264	339	277	96	57	360	35
PBANKA_1409600	1455	10014	6137	1592	506	1396	75
PBANKA_1409700	1581	1688	690	239	251	471	91
PBANKA_1409800	951	744	799	240	548	1738	168
PBANKA_1409900	1380	1812	853	263	133	570	85
PBANKA_1410000	1263	4966	4083	1673	2838	4038	1376
PBANKA_1410100	1461	23677	14661	4059	2140	9970	1457
PBANKA_1410200	462	431	404	120	234	315	140
PBANKA_1410300	3195	15103	5408	1884	1243	4059	766
PBANKA_1410400	1836	5014	3477	782	1983	2696	942
PBANKA_1410500	1194	109	50	25	8	46	15
PBANKA_1410600	3015	1574	486	148	97	423	101
PBANKA_1410700	867	212	162	53	51	148	39
PBANKA_1410800	819	152	100	43	17	60	30
PBANKA_1410900	3231	289	109	48	40	91	62
PBANKA_1410950	192	716	1272	1089	1146	2638	617
PBANKA_1411000	201	176	138	88	144	225	46
PBANKA_1411100	1296	2619	1658	489	589	986	455
PBANKA_1411200	5976	14475	5491	177	1117	5235	1173
PBANKA_1411300	3042	14822	4200	1068	1657	3651	1561
PBANKA_1411400	237	1924	1234	494	581	1294	191
PBANKA_1411500	8415	358	168	15	20	132	41
PBANKA_1411600	1950	413	199	95	79	246	53
PBANKA_1411700	684	415	429	116	180	327	103
PBANKA_1411800	2394	833	341	141	125	253	63
PBANKA_1411900	4560	374	105	50	32	67	32
PBANKA_1412000	5811	3902	853	242	293	937	316
PBANKA_1412100	801	198	73	42	18	74	9
PBANKA_1412200	9738	5602	1527	232	422	1483	401
PBANKA_1412300	1200	545	305	123	57	238	28
PBANKA_1412400	3600	1802	531	160	153	426	105
PBANKA_1412500	2058	89	21	12	14	39	24
PBANKA_1412600	6939	1970	787	95	209	754	173
PBANKA_1412800	1395	434	312	114	48	235	41
PBANKA_1412900	372	581	294	108	41	247	38
PBANKA_1413000	621	1881	1676	447	394	1000	308
PBANKA_1413100	1245	578	233	95	127	235	95
PBANKA_1413200	1098	950	738	196	115	413	110
PBANKA_1413300	528	1248	383	173	81	304	58
PBANKA_1413400	1206	2054	1846	542	680	1358	441
PBANKA_1413500	645	683	672	224	185	544	111
PBANKA_1413600	1098	1319	690	233	20	35	9
PBANKA_1413700	2967	939	424	149	80	312	53
PBANKA_1413800	1530	734	404	124	121	304	52
PBANKA_1413900	1263	2725	1437	513	547	1045	332
PBANKA_1414000	543	1184	792	253	123	582	67
PBANKA_1414100	642	8730	7348	2416	2937	5992	1923
PBANKA_1414200	963	1090	699	227	229	520	184
PBANKA_1414300	1173	607	415	144	60	356	51
PBANKA_1414400	3525	2199	717	262	440	944	247
PBANKA_1414500	987	37934	35042	9155	9658	20105	6514
PBANKA_1414600	3129	4284	1235	374	374	917	199
PBANKA_1414700	660	555	230	81	59	231	49
PBANKA_1414800	318	8612	7724	2507	4440	9772	1602
PBANKA_1414900	714	3505	2709	780	335	1934	241
PBANKA_1415000	2370	2748	1150	362	285	727	200
PBANKA_1415100	2604	4169	2467	838	773	2404	530
PBANKA_1415200	1884	21702	15430	4377	7091	11997	4336
PBANKA_1415300	879	2990	1850	616	287	889	156
PBANKA_1415400	2295	26983	16121	4747	4716	10306	3188
PBANKA_1415500	1929	729	371	125	77	235	95
PBANKA_1415600	2835	16070	8116	1557	2570	4289	1200
PBANKA_1415700	7464	14638	4495	202	1297	5402	1059
PBANKA_1415800	852	404	217	93	89	172	77
PBANKA_1415900	498	275	167	64	65	90	21
PBANKA_1416000	276	316	232	60	62	277	30
PBANKA_1416100	1836	1119	464	189	138	399	102
PBANKA_1416200	480	386	125	62	37	184	31
PBANKA_1416300	438	4280	3292	1005	964	2529	420
PBANKA_1416400	2736	1891	758	236	426	578	210
PBANKA_1416500	573	296	228	71	47	151	36
PBANKA_1416600	576	334	267	98	113	202	71
PBANKA_1416700	1218	108	60	29	20	50	30
PBANKA_1416800	4533	613	299	90	84	265	69
PBANKA_1416900	3684	13948	4976	325	673	1710	415
PBANKA_1417000	687	1298	322	75	22	102	21
PBANKA_1417100	1725	1861	546	136	150	205	75
PBANKA_1417200	2421	33612	14714	2668	3314	11744	2146
PBANKA_1417300	2010	4638	2749	936	1208	2060	733
PBANKA_1417400	1938	14363	10537	2362	3005	8216	1908
PBANKA_1417500	1950	1313	551	221	193	462	84
PBANKA_1417600	2211	1648	975	324	276	777	130
PBANKA_1417700	2211	418	151	67	30	78	173
PBANKA_1417800	2436	2719	866	237	383	764	403
PBANKA_1417900	3159	19682	9110	1967	1769	4632	1468
PBANKA_1418000	225	156	39	24	22	90	7
PBANKA_1418100	5274	10827	3250	131	1301	5026	1573
PBANKA_1418200	2475	1688	616	190	184	462	136
PBANKA_1418300	3819	3156	958	368	459	871	332
PBANKA_1418400	564	1279	1007	251	349	592	217
PBANKA_1418500	1578	1438	655	225	154	498	95
PBANKA_1418600	2244	676	283	104	48	293	29
PBANKA_1418700	966	427	124	50	38	99	24
PBANKA_1418800	618	2222	1279	421	473	959	306
PBANKA_1418900	651	10531	11290	2852	3740	6758	2872
PBANKA_1419000	4023	3891	1407	433	331	982	243
PBANKA_1419100	1272	7928	4688	1350	948	2750	870
PBANKA_1419200	387	1488	1310	523	508	913	338
PBANKA_1419300	1992	54239	25744	6823	6830	20453	5534
PBANKA_1419400	6453	1186	498	173	194	461	155
PBANKA_1419500	228	103	116	72	53	149	24
PBANKA_1419600	9120	745	133	66	64	224	64
PBANKA_1419700	891	508	493	197	253	610	133
PBANKA_1419800	3477	997	470	167	141	456	118
PBANKA_1419900	2349	267	252	69	79	199	101
PBANKA_1420000	1074	536	359	136	144	321	111
PBANKA_1420100	2982	3750	1257	418	44	182	33
PBANKA_1420200	2598	822	351	142	112	266	72
PBANKA_1420300	627	2015	1319	358	222	926	134
PBANKA_1420400	750	798	348	81	62	295	65
PBANKA_1420500	9012	20483	5474	244	1649	6262	2358
PBANKA_1420600	372	3464	2988	855	997	2286	520
PBANKA_1420700	1857	6891	3098	780	166	827	63
PBANKA_1420800	3594	36177	16904	2475	3112	12098	2325
PBANKA_1420900	3021	2123	844	347	320	877	189
PBANKA_1421000	720	4421	3287	970	312	2341	84
PBANKA_1421100	1101	2666	996	325	289	598	106
PBANKA_1421200	1314	1262	623	167	235	664	359
PBANKA_1421221	72	0	1	3	1	1	11
PBANKA_1421241	80	18	35	70	142	113	48
PBANKA_1421261	82	44	55	36	31	17	23
PBANKA_1421300	969	1239	720	286	134	512	153
PBANKA_1421400	306	2368	1086	326	73	220	50
PBANKA_1421500	3909	56763	19231	4123	3707	17727	3851
PBANKA_1421600	1437	1695	971	432	235	690	129
PBANKA_1421700	675	25888	17942	5246	5617	13753	3300
PBANKA_1421800	213	963	711	321	231	907	151
PBANKA_1421900	2271	1968	782	269	118	511	166
PBANKA_1422000	363	297	274	112	161	491	77
PBANKA_1422100	1218	743	265	158	92	328	42
PBANKA_1422200	1575	979	600	242	203	534	88
PBANKA_1422300	2823	970	448	179	211	481	144
PBANKA_1422400	2634	4665	1643	568	618	1506	721
PBANKA_1422500	2517	1110	575	189	150	494	99
PBANKA_1422600	1020	143	37	26	11	63	13
PBANKA_1422700	597	2274	1928	862	911	2397	573
PBANKA_1422800	870	570	611	158	42	404	60
PBANKA_1422900	1182	28311	25105	7371	5931	13905	3450
PBANKA_1423000	966	1571	511	153	112	460	57
PBANKA_1423100	1911	2701	905	291	199	940	115
PBANKA_1423200	3021	1035	453	136	124	439	86
PBANKA_1423300	729	33356	20769	7799	12813	15169	9459
PBANKA_1423400	459	494	112	44	22	159	30
PBANKA_1423500	648	4663	2988	1238	1235	2219	587
PBANKA_1423600	435	3873	2276	769	655	1543	399
PBANKA_1423700	1086	16623	14154	3871	3804	8393	2009
PBANKA_1423800	3765	787	286	98	112	267	82
PBANKA_1423900	801	1303	654	227	86	388	75
PBANKA_1424000	1545	860	335	124	75	196	57
PBANKA_1424100	561	195	83	42	22	83	20
PBANKA_1424200	1986	3970	2143	713	537	1386	388
PBANKA_1424300	855	5842	4609	1588	1620	3985	543
PBANKA_1424400	942	1228	971	332	366	683	285
PBANKA_1424500	1806	8958	4978	1135	981	2636	685
PBANKA_1424600	1566	1696	470	199	208	834	135
PBANKA_1424700	216	148	152	43	22	103	23
PBANKA_1424800	594	668	432	148	170	287	73
PBANKA_1424900	498	1306	724	227	339	555	157
PBANKA_1425000	2532	2349	987	301	255	644	213
PBANKA_1425100	1638	4866	2580	1002	1123	2077	906
PBANKA_1425200	1314	640	277	83	81	225	42
PBANKA_1425300	1299	270	98	47	17	89	18
PBANKA_1425350	876	874	510	146	182	442	107
PBANKA_1425400	7305	3611	995	294	321	1058	269
PBANKA_1425500	1605	1250	692	209	167	537	160
PBANKA_1425600	3423	1385	371	123	125	340	150
PBANKA_1425700	1545	214	51	32	46	189	17
PBANKA_1425800	3396	3429	1322	412	240	671	120
PBANKA_1425900	3912	3634	1377	394	360	772	193
PBANKA_1426000	2574	403	129	78	67	194	46
PBANKA_1426100	1830	1846	964	316	349	763	195
PBANKA_1426200	5406	13312	3329	150	541	3107	641
PBANKA_1426300	3372	3651	1194	434	409	1045	280
PBANKA_1426400	1659	1752	666	229	148	550	89
PBANKA_1426500	2535	4792	1923	599	632	1459	299
PBANKA_1426600	1041	524	403	131	123	278	56
PBANKA_1426700	2043	1178	587	233	95	401	82
PBANKA_1426800	429	195	125	38	14	127	16
PBANKA_1426900	2730	22316	7042	995	2664	5152	2563
PBANKA_1427000	918	1401	814	217	333	623	314
PBANKA_1427100	1788	16427	13454	3651	3618	7652	3050
PBANKA_1427200	1545	11396	5184	1634	1993	3514	869
PBANKA_1427300	2784	2427	1418	284	421	1031	310
PBANKA_1427400	336	378	326	121	61	207	43
PBANKA_1427500	267	1552	877	386	193	864	132
PBANKA_1427600	3231	3734	1111	374	143	746	111
PBANKA_1427700	1524	2338	835	324	340	881	741
PBANKA_1427800	16569	10968	2489	173	529	2735	914
PBANKA_1427900	315	165	131	42	29	62	29
PBANKA_1428000	2643	3831	1822	346	454	1611	374
PBANKA_1428100	2982	3502	1277	405	283	1160	256
PBANKA_1428200	2322	923	397	141	118	290	86
PBANKA_1428300	3675	5560	1922	424	362	1183	322
PBANKA_1428400	876	503	271	124	120	280	63
PBANKA_1428500	1752	1558	532	231	188	314	70
PBANKA_1428600	456	538	498	234	285	548	204
PBANKA_1428700	3792	15928	8447	615	2583	6639	1569
PBANKA_1428800	966	2291	1408	390	547	858	346
PBANKA_1428900	2973	8699	3203	565	1018	2279	794
PBANKA_1428980	164	201	1063	3342	1779	5397	1255
PBANKA_1429000	858	457	241	96	62	256	17
PBANKA_1429100	339	3377	2854	1245	394	1001	95
PBANKA_1429200	1752	14480	8601	2399	2279	4879	1717
PBANKA_1429300	1953	2465	892	345	233	760	192
PBANKA_1429400	282	3280	2203	572	447	917	288
PBANKA_1429500	432	1009	1295	388	341	915	187
PBANKA_1429600	2268	1233	522	249	204	397	67
PBANKA_1429700	2496	4865	2400	401	971	1791	504
PBANKA_1429800	420	499	391	109	73	228	63
PBANKA_1429900	3879	1783	808	256	313	674	204
PBANKA_1430000	531	225	91	26	31	83	11
PBANKA_1430100	1605	1793	716	239	296	547	183
PBANKA_1430200	378	814	312	117	192	252	100
PBANKA_1430300	561	22959	22700	5255	5682	14493	3605
PBANKA_1430400	477	893	803	390	394	1094	177
PBANKA_1430500	465	215	114	46	19	128	15
PBANKA_1430600	330	5429	4325	1531	720	5412	756
PBANKA_1430700	738	2654	2518	1146	1205	3379	688
PBANKA_1430800	648	1355	1140	327	284	1034	189
PBANKA_1430900	2619	10502	3443	564	1066	2950	1051
PBANKA_1431000	858	231	183	45	20	117	18
PBANKA_1431050	309	1452	1238	813	1109	2676	387
PBANKA_1431100	1653	5185	2255	782	567	1595	367
PBANKA_1431200	201	286	38	23	21	45	19
PBANKA_1431300	411	2531	1061	325	130	540	67
PBANKA_1431400	3369	22932	7590	1290	354	1949	68
PBANKA_1431500	1080	9829	5886	1965	183	486	18
PBANKA_1431600	1779	1928	780	283	219	411	116
PBANKA_1431700	1707	694	206	70	87	236	46
PBANKA_1431800	864	432	174	75	54	224	36
PBANKA_1431900	1107	1015	436	172	216	444	202
PBANKA_1432000	423	732	572	185	98	424	55
PBANKA_1432100	2199	1070	454	176	135	334	76
PBANKA_1432200	645	31934	15563	4721	1910	6597	1662
PBANKA_1432300	558	2406	1302	334	859	1086	347
PBANKA_1432400	3000	16597	8368	2409	1495	4566	585
PBANKA_1432451	72	7	3	5	15	6	13
PBANKA_1432500	2589	3203	1682	415	482	1190	241
PBANKA_1432600	423	370	442	100	64	253	45
PBANKA_1432700	987	967	759	192	165	542	90
PBANKA_1432800	2994	2044	911	289	268	772	200
PBANKA_1432900	2568	3162	1588	355	425	1072	322
PBANKA_1433000	2460	8493	3139	1045	865	2052	404
PBANKA_1433100	636	1524	828	280	308	631	182
PBANKA_1433200	687	687	420	98	130	245	65
PBANKA_1433300	1347	1621	833	281	208	650	120
PBANKA_1433400	243	396	149	37	38	153	22
PBANKA_1433500	1233	1095	625	218	338	460	208
PBANKA_1433600	1047	425	305	127	111	295	43
PBANKA_1433700	1335	2446	1391	370	299	962	185
PBANKA_1433800	6129	4367	1336	433	395	1151	347
PBANKA_1433900	1803	1001	323	120	121	321	76
PBANKA_1434000	1440	950	670	258	163	543	84
PBANKA_1434100	3426	3244	1321	394	572	1203	460
PBANKA_1434200	1767	2198	865	258	167	600	114
PBANKA_1434300	1575	1822	719	147	92	407	96
PBANKA_1434400	1053	5259	4517	2065	2016	5187	1447
PBANKA_1434500	2259	803	242	114	68	294	35
PBANKA_1434600	8037	56323	16291	294	3489	18075	3477
PBANKA_1434700	5961	8490	2052	430	618	2460	542
PBANKA_1434800	4548	12125	6430	678	1948	4402	1408
PBANKA_1434900	573	1667	1279	428	352	761	305
PBANKA_1435000	162	181	122	52	30	74	16
PBANKA_1435100	684	1276	725	291	208	545	104
PBANKA_1435200	1443	4324	2473	832	603	1768	555
PBANKA_1435300	1881	1929	1243	381	290	784	200
PBANKA_1435400	6393	1734	588	191	173	657	115
PBANKA_1435500	7377	3748	1291	314	223	897	234
PBANKA_1435600	1413	355	305	104	70	185	36
PBANKA_1435700	1017	977	523	155	124	411	106
PBANKA_1435800	993	824	576	176	132	489	66
PBANKA_1435900	2118	153	119	54	44	124	24
PBANKA_1436100	846	983	570	227	182	493	188
PBANKA_1436200	5982	8866	3284	390	632	2483	520
PBANKA_1436300	780	10616	9374	3802	3062	8611	2069
PBANKA_1436400	306	1628	1709	645	832	3653	142
PBANKA_1436500	2133	10332	5451	1407	1679	3817	955
PBANKA_1436600	1539	129333	101881	27540	30508	62572	17086
PBANKA_1436700	2460	409	244	96	48	192	29
PBANKA_1436800	1338	659	198	87	75	166	73
PBANKA_1436900	2382	629	228	112	110	318	58
PBANKA_1437000	2193	2173	1073	392	252	718	223
PBANKA_1437100	2097	3117	1040	393	468	1440	406
PBANKA_1437200	1527	2195	1142	362	242	896	155
PBANKA_1437250	142	1	1	0	0	2	2
PBANKA_1437300	2427	21768	6241	2451	1490	5205	926
PBANKA_1437400	744	1517	999	346	269	672	197
PBANKA_1437500	7020	9226	3590	197	791	3013	989
PBANKA_1437600	555	81518	92402	27102	49336	72919	19195
PBANKA_1437700	786	36636	28477	6430	4012	15880	3371
PBANKA_1437800	1422	1421	922	323	296	773	260
PBANKA_1437900	402	899	482	188	161	484	112
PBANKA_1438000	1311	7319	3819	1165	967	2596	586
PBANKA_1438100	1368	3236	1694	521	329	1494	192
PBANKA_1438200	3510	2526	861	271	250	845	163
PBANKA_1438300	4812	9299	3124	926	1375	3086	1010
PBANKA_1438400	12543	13599	4296	386	1606	4669	1165
PBANKA_1438500	4686	1176	559	193	153	591	88
PBANKA_1438600	822	900	692	329	251	556	128
PBANKA_1438700	933	233	264	102	100	208	86
PBANKA_1438800	699	573	435	148	113	314	53
PBANKA_1438900	882	572	309	113	67	307	53
PBANKA_1439000	576	700	555	237	204	593	107
PBANKA_1439100	2493	55903	23174	7132	9826	22451	7020
PBANKA_1439200	2505	43586	28070	1342	7648	20906	2935
PBANKA_1439300	1656	4195	2658	791	478	2147	353
PBANKA_1439400	807	5685	3910	1086	708	1763	394
PBANKA_1439500	705	372	281	78	48	202	29
PBANKA_1439600	3555	3776	1043	417	300	1190	232
PBANKA_1439700	954	1089	578	191	163	539	64
PBANKA_1439800	330	425	359	153	95	458	99
PBANKA_1439900	4731	835	310	111	154	427	101
PBANKA_1440000	4758	1635	660	229	226	584	174
PBANKA_1440100	2523	2564	909	306	343	930	479
PBANKA_1440200	876	598	445	139	106	371	206
PBANKA_1440300	576	180	158	65	50	111	35
PBANKA_1440400	1281	220	139	65	47	113	35
PBANKA_1440500	2382	920	495	169	65	284	45
PBANKA_1440600	4137	2418	710	214	300	871	200
PBANKA_1440700	3363	4448	1370	503	475	1426	305
PBANKA_1440800	2070	620	223	107	105	271	67
PBANKA_1440900	2352	663	360	128	77	264	81
PBANKA_1441000	756	570	437	129	122	231	123
PBANKA_1441100	867	5671	3098	963	815	2346	551
PBANKA_1441200	2415	1691	571	232	178	530	154
PBANKA_1441300	3888	1495	377	111	113	366	96
PBANKA_1441400	795	4255	2371	854	209	1301	160
PBANKA_1441500	1845	1027	387	120	111	317	71
PBANKA_1441600	1155	2084	1258	404	211	653	201
PBANKA_1441700	1377	1461	516	234	196	567	119
PBANKA_1441800	477	948	225	126	65	671	45
PBANKA_1441900	2148	5462	2216	745	785	1850	784
PBANKA_1442000	5811	1377	340	33	119	427	120
PBANKA_1442100	3492	1340	295	107	95	481	94
PBANKA_1442200	16119	81809	24979	392	1081	10923	594
PBANKA_1442300	2460	7985	2152	587	548	1690	491
PBANKA_1442400	2358	988	383	146	48	363	37
PBANKA_1442500	3210	1839	725	204	149	530	115
PBANKA_1442600	1533	3698	2291	630	587	1527	396
PBANKA_1442700	444	243	77	41	34	78	12
PBANKA_1442800	1260	594	256	100	119	354	22
PBANKA_1442900	2316	305	127	55	55	158	29
PBANKA_1443000	2748	12496	6452	434	988	2298	485
PBANKA_1443100	3288	992	409	165	96	382	100
PBANKA_1443200	1209	1068	698	231	162	423	189
PBANKA_1443300	1857	4454	815	531	353	705	112
PBANKA_1443400	3060	902	253	96	102	208	148
PBANKA_1443500	7413	5139	1578	114	586	2156	462
PBANKA_1443600	4515	723	221	105	103	313	68
PBANKA_1443700	2283	8345	3814	1054	903	2733	559
PBANKA_1443800	5808	5580	1149	431	562	2098	397
PBANKA_1443900	2190	5193	2206	711	748	1867	412
PBANKA_1444000	351	1169	786	350	86	1042	53
PBANKA_1444100	1629	3180	1187	476	513	934	480
PBANKA_1444200	2568	5531	1990	540	375	1812	246
PBANKA_1444300	249	496	334	124	76	313	56
PBANKA_1444400	1896	989	361	141	161	434	87
PBANKA_1444500	5457	3951	1691	443	446	1513	204
